mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
normal,2025-08-09 20:10:00+00:00,2025-08-09 22:23:00+00:00,4274.15,4274.15,4316.8915,65.40192594403861,16.350481486009652,0.1304933562446564,0.00798100999999991,1,134,take_profit
normal,2025-08-09 22:24:00+00:00,2025-08-10 07:37:00+00:00,4320.75,4254.9517766497465,4191.1275,65.53241930028327,32.76620965014163,-0.5560103030463992,-0.01696901500000003,2,554,stop_loss
recovery,2025-08-10 07:38:00+00:00,2025-08-10 09:49:00+00:00,4187.83,4187.83,4229.7083,64.97640899723686,32.48820449861843,0.2592886849855134,0.007981009999999837,1,132,take_profit
normal,2025-08-10 09:50:00+00:00,2025-08-11 00:24:00+00:00,4228.17,4228.17,4270.4517000000005,65.23569768222237,16.30892442055559,0.1301616888896966,0.007981009999999891,1,875,take_profit
normal,2025-08-11 00:25:00+00:00,2025-08-11 01:31:00+00:00,4265.52,4265.52,4308.175200000001,65.36585937111207,16.341464842778016,0.1304213943248591,0.007981009999999959,1,67,take_profit
normal,2025-08-11 01:32:00+00:00,2025-08-11 11:51:00+00:00,4309.43,4243.804162436549,4180.1471,65.49628076543692,32.74814038271846,-0.5557036853764572,-0.01696901500000006,2,620,stop_loss
recovery,2025-08-11 11:52:00+00:00,2025-08-11 13:37:00+00:00,4182.01,4182.01,4223.8301,64.94057708006046,32.47028854003023,0.25914569754085903,0.007981009999999764,1,106,take_profit
normal,2025-08-11 13:38:00+00:00,2025-08-11 13:45:00+00:00,4224.97,4224.97,4267.219700000001,65.19972277760132,16.29993069440033,0.13008990987131597,0.007981009999999998,1,8,take_profit
normal,2025-08-11 13:46:00+00:00,2025-08-11 14:35:00+00:00,4270.36,4270.36,4313.0635999999995,65.32981268747264,16.33245317186816,0.13034947208921466,0.007981010000000193,1,50,take_profit
normal,2025-08-11 14:36:00+00:00,2025-08-11 16:04:00+00:00,4307.75,4307.75,4350.8275,65.46016215956186,16.365040539890465,0.13060955219927095,0.007981009999999985,1,89,take_profit
normal,2025-08-11 16:05:00+00:00,2025-08-11 20:17:00+00:00,4361.57,4295.150152284264,4230.7229,65.59077171176114,32.79538585588057,-0.5565053945192275,-0.01696901500000007,2,253,stop_loss
recovery,2025-08-11 20:18:00+00:00,2025-08-12 00:56:00+00:00,4223.94,4223.94,4266.1794,65.0342663172419,32.51713315862095,0.25951956491028483,0.007981009999999983,1,279,take_profit
normal,2025-08-12 00:57:00+00:00,2025-08-12 02:34:00+00:00,4262.51,4262.51,4305.1351,65.29378588215218,16.323446470538045,0.13027758951583124,0.007981010000000148,1,98,take_profit
normal,2025-08-12 02:35:00+00:00,2025-08-12 12:30:00+00:00,4304.51,4304.51,4347.5551000000005,65.424063471668,16.356015867917,0.13053752620200498,0.007981010000000044,1,596,take_profit
normal,2025-08-12 12:31:00+00:00,2025-08-12 12:40:00+00:00,4346.7,4346.7,4390.1669999999995,65.55460099787001,16.388650249467503,0.13079798152750044,0.007981009999999867,1,10,take_profit
normal,2025-08-12 12:41:00+00:00,2025-08-12 15:05:00+00:00,4394.99,4394.99,4438.939899999999,65.68539897939752,16.42134974484938,0.13105895652713784,0.007981009999999848,1,145,take_profit
normal,2025-08-12 15:06:00+00:00,2025-08-12 15:55:00+00:00,4431.11,4431.11,4475.4211,65.81645793592466,16.454114483981165,0.13132045223779798,0.007981009999999967,1,50,take_profit
normal,2025-08-12 15:56:00+00:00,2025-08-12 20:08:00+00:00,4478.58,4478.58,4523.3658,65.94777838816246,16.486944597040615,0.13158246969842224,0.007981009999999704,1,253,take_profit
normal,2025-08-12 20:09:00+00:00,2025-08-12 20:17:00+00:00,4530.07,4530.07,4575.3706999999995,66.07936085786088,16.51984021446522,0.1318450099500481,0.007981009999999943,1,9,take_profit
normal,2025-08-12 20:18:00+00:00,2025-08-12 20:54:00+00:00,4585.31,4585.31,4631.163100000001,66.21120586781092,16.55280146695273,0.13210807403576297,0.007981009999999913,1,37,take_profit
normal,2025-08-12 20:55:00+00:00,2025-08-13 04:19:00+00:00,4629.06,4629.06,4675.350600000001,66.34331394184667,16.58582848546167,0.13237166300075742,0.00798101000000018,1,445,take_profit
normal,2025-08-13 04:20:00+00:00,2025-08-13 12:32:00+00:00,4672.83,4672.83,4719.5583,66.47568560484743,16.618921401211857,0.1326357778922862,0.007981010000000021,1,493,take_profit
normal,2025-08-13 12:33:00+00:00,2025-08-13 21:08:00+00:00,4715.14,4715.14,4762.2914,66.60832138273972,16.65208034568493,0.1329004197597108,0.007981009999999754,1,516,take_profit
normal,2025-08-13 21:09:00+00:00,2025-08-14 12:34:00+00:00,4743.37,4671.1359390862945,4601.0689,66.74122180249942,33.37061090124971,-0.566266396942467,-0.016969014999999914,2,926,stop_loss
recovery,2025-08-14 12:35:00+00:00,2025-08-14 12:36:00+00:00,4560.15,4560.15,4605.751499999999,66.17495540555697,33.087477702778486,0.2640714904206476,0.007981009999999863,1,2,take_profit
normal,2025-08-14 12:37:00+00:00,2025-08-14 13:05:00+00:00,4607.5,4537.33502538071,4469.275,66.43902689597762,33.21951344798881,-0.5637024219916213,-0.016969014999999924,2,29,stop_loss
